image,xmin,ymin,xmax,ymax,name,class
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_4.JPG,645,578,760,707,4.2.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_5.JPG,917,602,992,686,3.19 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_5.JPG,910,525,989,602,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_6.JPG,455,428,602,609,3.19 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_6.JPG,469,269,616,430,4.1.1,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_7.JPG,2321,603,2362,675,4.2.3 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_7.JPG,2172,460,2214,523,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_7.JPG,2176,526,2221,580,3.19 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_7.JPG,2182,584,2229,648,3.18.2 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_8.JPG,678,675,739,746,4.2.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_9.JPG,479,550,624,707,4.2.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_10.JPG,548,580,628,680,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_10.JPG,2204,442,2274,532,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_11.JPG,2137,693,2210,775,4.2.3 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_12.JPG,1858,321,1980,449,3.25 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_13.JPG,2018,677,2073,750,4.2.3 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_14.JPG,2111,229,2235,400,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_15.JPG,678,594,712,632,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-114935-000007F_16.JPG,1889,518,1946,585,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_1.JPG,1016,530,1080,635,5.43 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_2.JPG,643,241,792,464,5.43 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_3.JPG,2240,512,2284,598,5.43 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_4.JPG,1936,734,1963,775,4.2.3 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_5.JPG,1631,574,1695,640,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_6.JPG,2216,317,2332,466,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_7.JPG,1963,304,2023,427,3.10 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_8.JPG,1568,536,1641,607,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_9.JPG,2028,229,2175,399,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_10.JPG,1708,516,1765,579,3.10 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_11.JPG,2220,277,2313,393,3.10 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_12.JPG,1925,692,1968,741,4.2.3,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_13.JPG,2146,492,2204,576,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_13.JPG,1907,599,1945,641,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_14.JPG,2343,525,2398,598,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115235-000008F_14.JPG,2332,494,2407,523,7.3.1 ,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_1.JPG,981,451,1049,529,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_1.JPG,2255,495,2316,583,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_1.JPG,2269,586,2318,649,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_2.JPG,1517,442,1588,523,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_2.JPG,1557,483,1607,559,3.1 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_3.JPG,2004,170,2114,304,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_4.JPG,1879,569,1981,683,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_4.JPG,1881,492,1951,570,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_5.JPG,1798,517,1844,572,3.24 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_6.JPG,2221,381,2289,473,3.24 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_7.JPG,1850,548,1913,614,1.21 ,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_8.JPG,2346,358,2427,478,1.21 ,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_9.JPG,1673,631,1720,683,3.24 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_9.JPG,1667,560,1715,616,1.21 ,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_10.JPG,2109,525,2182,626,3.24 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_10.JPG,2091,394,2175,486,1.21 ,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_11.JPG,1792,523,1858,591,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_12.JPG,2214,346,2317,475,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_13.JPG,1574,566,1634,627,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_13.JPG,1660,464,1731,541,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_14.JPG,1796,440,1905,554,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_14.JPG,2006,222,2139,372,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_15.JPG,1809,514,1868,606,5.12 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_16.JPG,2303,317,2406,490,5.12 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_17.JPG,1612,541,1682,627,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_18.JPG,2021,281,2149,442,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_19.JPG,1786,406,1895,523,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_20.JPG,1790,385,1907,500,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_21.JPG,2343,497,2402,594,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_22.JPG,2032,407,2158,539,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_23.JPG,1777,571,1830,641,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_24.JPG,2212,435,2288,560,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115535-000009F_25.JPG,211,514,269,598,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_1.JPG,2334,525,2391,596,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_2.JPG,1770,592,1808,655,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_3.JPG,1100,716,1138,763,4.2.1,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_4.JPG,467,630,613,809,4.2.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_5.JPG,239,598,282,663,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_6.JPG,1769,503,1841,586,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_7.JPG,1469,427,1540,497,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_7.JPG,178,648,208,709,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_7.JPG,392,653,435,702,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_8.JPG,1641,215,1757,337,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_8.JPG,91,631,130,697,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_8.JPG,1369,569,1413,621,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_9.JPG,1746,160,1906,308,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_10.JPG,579,551,618,606,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_11.JPG,1782,468,1820,511,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_11.JPG,1796,509,1825,566,7.2.3 ,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_12.JPG,2224,199,2281,287,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_12.JPG,2254,284,2312,390,7.2.3 ,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_13.JPG,1704,559,1750,604,1.11.1 ,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_14.JPG,2076,428,2149,519,1.11.1 ,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_15.JPG,1738,523,1781,571,4.1.2 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-115835-000010F_16.JPG,1979,242,2076,351,4.1.2 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_1.JPG,2278,596,2303,641,3.24 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_2.JPG,1740,682,1792,745,4.2.3 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_3.JPG,2095,511,2164,595,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_4.JPG,623,383,704,486,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_5.JPG,2364,516,2411,597,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_6.JPG,2139,588,2193,647,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_6.JPG,814,554,862,610,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_7.JPG,304,397,376,507,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_8.JPG,2265,490,2299,536,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_8.JPG,2277,539,2298,589,7.2.3 ,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_9.JPG,2202,570,2250,647,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_10.JPG,759,464,871,584,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_11.JPG,1992,510,2038,562,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_11.JPG,1106,611,1148,657,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_11.JPG,1110,665,1148,714,3.19 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_11.JPG,2012,644,2048,692,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_12.JPG,2404,598,2449,664,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_12.JPG,963,528,1036,607,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_12.JPG,2372,387,2421,466,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_12.JPG,967,621,1036,698,3.19 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_13.JPG,2149,586,2196,654,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_14.JPG,1003,542,1061,608,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_15.JPG,516,243,663,398,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_16.JPG,2240,554,2281,627,5.43 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_17.JPG,2376,532,2423,598,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_18.JPG,1114,586,1161,632,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_18.JPG,2153,582,2196,637,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_19.JPG,652,249,792,389,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_19.JPG,2216,564,2265,639,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_20.JPG,918,550,985,622,3.19 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_20.JPG,2092,573,2137,651,5.43 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_21.JPG,2331,416,2374,473,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120135-000011F_22.JPG,682,489,746,565,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_1.JPG,1972,548,2020,611,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_2.JPG,2252,478,2310,561,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_3.JPG,919,445,998,528,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_3.JPG,2231,602,2280,663,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_3.JPG,2232,536,2274,596,5.15,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_4.JPG,1957,555,1999,605,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_4.JPG,1973,611,1994,661,7.2.4,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_5.JPG,2322,540,2357,619,7.2.4,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_5.JPG,2300,460,2358,537,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_6.JPG,779,328,894,438,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_7.JPG,2352,449,2407,537,3.27,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_7.JPG,2375,539,2407,614,7.2.4 ,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_7.JPG,1156,615,1188,651,4.1.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_8.JPG,2364,482,2416,551,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_9.JPG,706,326,822,457,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_10.JPG,2103,476,2166,559,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_11.JPG,1854,589,1893,636,3.27,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_11.JPG,1848,632,1890,670,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_11.JPG,1121,622,1146,655,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_12.JPG,1035,575,1077,618,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_12.JPG,2255,562,2308,632,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_12.JPG,2258,490,2300,561,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_13.JPG,820,429,891,511,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_14.JPG,1858,564,1896,617,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_15.JPG,2259,454,2316,529,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_16.JPG,1747,532,1805,598,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_16.JPG,1757,600,1810,676,5.41 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_17.JPG,2193,462,2274,603,5.41 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_17.JPG,2167,347,2248,458,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_18.JPG,936,604,979,650,5.11.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_18.JPG,1595,594,1628,632,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_19.JPG,1900,479,1956,539,3.27,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_19.JPG,520,454,601,547,5.11.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_20.JPG,2174,472,2226,550,3.27 ,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_21.JPG,1720,584,1766,637,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_22.JPG,2054,449,2122,533,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_23.JPG,1823,594,1865,663,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_24.JPG,2324,474,2383,594,5.43 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_24.JPG,2332,594,2398,676,1.21 ,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_25.JPG,2196,487,2256,555,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_26.JPG,2276,523,2323,592,1.21,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_27.JPG,1827,506,1871,556,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_28.JPG,2178,330,2239,416,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_29.JPG,678,660,722,712,5.11.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120435-000012F_30.JPG,1976,381,2093,506,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_1.JPG,1533,537,1593,607,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_2.JPG,1908,264,2040,424,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_2.JPG,365,605,412,672,3.19,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_3.JPG,1828,520,1914,614,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_3.JPG,236,439,295,533,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_3.JPG,118,707,159,797,4.2.1 ,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_4.JPG,1607,624,1651,671,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_5.JPG,2367,390,2473,547,2.1 ,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_5.JPG,585,574,654,660,5.11.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_6.JPG,2255,479,2312,596,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_7.JPG,1621,488,1667,538,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_7.JPG,1673,498,1709,540,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_8.JPG,2218,201,2291,289,5.16.2 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_8.JPG,2141,174,2219,276,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_9.JPG,1901,442,1994,552,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_10.JPG,1590,573,1640,646,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_11.JPG,2139,270,2262,465,5.43 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_12.JPG,1044,552,1092,605,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_12.JPG,1828,563,1874,610,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_13.JPG,746,342,847,449,5.16.1 ,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/27062022/NO20220627-120735-000013F_13.JPG,2268,417,2328,499,5.16.2,Informational_sign
